<S> <S>+BSTag
"O	o <prn> <pers> <3s>
"O	o <prn> <pers> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
tava	tava <n> <3s>
tava	tava <n> <3p>
tava	tav <n> <dat>
tava	tav <n> <dat> <3s>
tava	tav <n> <dat> <3p>
fırlattı,	fırla <v> <caus> <t_past> <3p>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
ıskaladı.	ıskala <v> <t_past> <3p>
ıskaladı.	ıska <n> <D_lA> <v> <t_past> <3s>
ıskaladı.	ıska <n> <D_lA> <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
bebeği	bebek <n> <p3s> <3s>
bebeği	bebek <n> <p3s> <3p>
bebeği	bebek <n> <acc>
bebeği	bebek <n> <acc> <3s>
bebeği	bebek <n> <acc> <3p>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
zorlukla	zor <adj> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
zorlukla	zor <adj> <D_lIK> <n> <ins>
zorlukla	zor <adj> <D_lIK> <n> <ins> <3s>
zorlukla	zor <adj> <D_lIK> <n> <ins> <3p>
zorlukla	zor <adj> <Djn_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <2s>
zorlukla	zor <adj> <Djn_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
zorlukla	zor <adj> <Djn_0> <n> <D_lIK> <n> <ins>
zorlukla	zor <adj> <Djn_0> <n> <D_lIK> <n> <ins> <3s>
zorlukla	zor <adj> <Djn_0> <n> <D_lIK> <n> <ins> <3p>
zorlukla	zor <adv> <D_lIK> <n> <D_lA> <v> <t_imp> <2s>
zorlukla	zor <adv> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
zorlukla	zor <adv> <D_lIK> <n> <ins>
zorlukla	zor <adv> <D_lIK> <n> <ins> <3s>
zorlukla	zor <adv> <D_lIK> <n> <ins> <3p>
zorlukla	zor <adv> <Dan_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <2s>
zorlukla	zor <adv> <Dan_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
zorlukla	zor <adv> <Dan_0> <n> <D_lIK> <n> <ins>
zorlukla	zor <adv> <Dan_0> <n> <D_lIK> <n> <ins> <3s>
zorlukla	zor <adv> <Dan_0> <n> <D_lIK> <n> <ins> <3p>
yakaladı,	yakala <v> <t_past> <3p>
yakaladı,	yaka <n> <D_lA> <v> <t_past> <3s>
yakaladı,	yaka <n> <D_lA> <v> <t_past> <3p>
çünkü	çünkü <cnjadv>
tuhaf	tuhaf <adj> <Djn_0> <n>
tuhaf	tuhaf <adj> <Djn_0> <n> <3s>
tuhaf	tuhaf <adj> <Djn_0> <n> <3p>
tuhaf	tuhaf <n>
tuhaf	tuhaf <n> <3s>
tuhaf	tuhaf <n> <3p>
şekilli	şekil <n> <D_lI> <adj> <Djn_0> <n>
şekilli	şekil <n> <D_lI> <adj> <Djn_0> <n> <3s>
şekilli	şekil <n> <D_lI> <adj> <Djn_0> <n> <3p>
şekilli	şekil <n> <D_lI> <n>
şekilli	şekil <n> <D_lI> <n> <3s>
şekilli	şekil <n> <D_lI> <n> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yaratıktı	yaratık <n> <cpl_di> <3p>
yaratıktı	yaratık <n> <3p> <cpl_di>
ve	ve <cnjadv>
kollarını	kol <n> <pl> <p2s> <acc> <3s>
kollarını	kol <n> <pl> <p2s> <acc> <3p>
kollarını	kol <n> <pl> <p3s> <acc>
kollarını	kol <n> <pl> <p3s> <acc> <3s>
kollarını	kol <n> <pl> <p3s> <acc> <3p>
kollarını	kol <n> <p3p> <acc>
kollarını	kol <n> <p3p> <acc> <3s>
kollarını	kol <n> <p3p> <acc> <3p>
ve	ve <cnjadv>
bacaklarını	bacak <n> <pl> <p2s> <acc> <3s>
bacaklarını	bacak <n> <pl> <p2s> <acc> <3p>
bacaklarını	bacak <n> <pl> <p3s> <acc>
bacaklarını	bacak <n> <pl> <p3s> <acc> <3s>
bacaklarını	bacak <n> <pl> <p3s> <acc> <3p>
bacaklarını	bacak <n> <p3p> <acc>
bacaklarını	bacak <n> <p3p> <acc> <3s>
bacaklarını	bacak <n> <p3p> <acc> <3p>
her	<unk>
yöne	yön <n> <dat> <3s>
yöne	yön <n> <dat> <3p>
uzatıyordu,	uzat <v> <t_cont> <cpl_di> <3p>
uzatıyordu,	uzat <v> <t_cont> <3p> <cpl_di>
uzatıyordu,	uza <v> <caus> <t_cont> <cpl_di> <3s>
uzatıyordu,	uza <v> <caus> <t_cont> <cpl_di> <3p>
uzatıyordu,	uza <v> <caus> <t_cont> <3p> <cpl_di>
“tıpkı	<unk>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
denizyıldızı	denizyıldız <n> <p3s>
denizyıldızı	denizyıldız <n> <p3s> <3s>
denizyıldızı	denizyıldız <n> <p3s> <3p>
denizyıldızı	denizyıldız <n> <acc>
denizyıldızı	denizyıldız <n> <acc> <3s>
denizyıldızı	denizyıldız <n> <acc> <3p>
gibi,”	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
düşündü	düşün <n> <cpl_di> <3p>
düşündü	düşün <n> <3p> <cpl_di>
düşündü	düşün <v> <t_past> <3s>
düşündü	düşün <v> <t_past> <3p>
düşündü	düş <n> <p2s> <cpl_di> <3s>
düşündü	düş <n> <p2s> <cpl_di> <3p>
düşündü	düş <n> <p2s> <3p> <cpl_di>
düşündü	düş <n> <gen> <cpl_di> <3s>
düşündü	düş <n> <gen> <cpl_di> <3p>
düşündü	düş <n> <gen> <3p> <cpl_di>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
