<S> <S>+BSTag
"Söyleyecek	söyle <v> <t_fut> <3p>
"Söyleyecek	söyle <v> <vn_acak>
farklı	fark <n> <D_lI> <n> <3s>
farklı	fark <n> <D_lI> <n> <3p>
geldi!""	gel <v> <t_past> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
melankolik	melankolik <n> <3s>
melankolik	melankolik <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
sesle	sesle <v> <t_imp> <3p>
sesle	ses <n> <D_lA> <v> <t_imp> <2s>
sesle	ses <n> <D_lA> <v> <t_imp> <3p>
sesle	ses <n> <ins>
sesle	ses <n> <ins> <3s>
sesle	ses <n> <ins> <3p>
cevap	cevap <n> <3s>
cevap	cevap <n> <3p>
verdi.	verdi <n> <3s>
verdi.	verdi <n> <3p>
verdi.	ver <v> <t_past> <3s>
verdi.	ver <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
""Tekrarla,	tekrarla <v> <t_imp> <3p>
""Tekrarla,	tekrar <adv> <Dan_0> <n> <D_lA> <v> <t_imp> <2s>
""Tekrarla,	tekrar <adv> <Dan_0> <n> <D_lA> <v> <t_imp> <3p>
""Tekrarla,	tekrar <adv> <Dan_0> <n> <ins>
""Tekrarla,	tekrar <adv> <Dan_0> <n> <ins> <3s>
""Tekrarla,	tekrar <adv> <Dan_0> <n> <ins> <3p>
""Tekrarla,	tekrar <n> <D_lA> <v> <t_imp> <2s>
""Tekrarla,	tekrar <n> <D_lA> <v> <t_imp> <3p>
""Tekrarla,	tekrar <n> <ins>
""Tekrarla,	tekrar <n> <ins> <3s>
""Tekrarla,	tekrar <n> <ins> <3p>
"Sen	sen <prn> <pers> <3s>
"Sen	sen <prn> <pers> <3p>
yaşlısın,	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <2s>
yaşlısın,	yaş <adj> <Djn_0> <n> <D_lI> <n> <2s>
yaşlısın,	yaş <n> <D_lI> <adj> <Djn_0> <n> <2s>
yaşlısın,	yaş <n> <D_lI> <n> <2s>
Peder	peder <n> <3s>
Peder	peder <n> <3p>
William,'""	<unk>
dedi	de <v> <t_past> <3p>
Tırtıl."	tırtıl <n> <3s>
Tırtıl."	tırtıl <n> <3p>
"Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
"Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
"Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
"Alice	ali <n> <D_CA> <adv>
"Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
"Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
"Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
"Alice	ali <n> <D_CA> <n>
"Alice	ali <n> <D_CA> <n> <3s>
"Alice	ali <n> <D_CA> <n> <3p>
ellerini	el <n> <pl> <p2s> <acc> <3s>
ellerini	el <n> <pl> <p2s> <acc> <3p>
ellerini	el <n> <pl> <p3s> <acc>
ellerini	el <n> <pl> <p3s> <acc> <3s>
ellerini	el <n> <pl> <p3s> <acc> <3p>
ellerini	el <n> <p3p> <acc>
ellerini	el <n> <p3p> <acc> <3s>
ellerini	el <n> <p3p> <acc> <3p>
kavuşturdu,	kavuş <v> <caus> <t_past> <3p>
ve	ve <cnjadv>
başladı:-"	baş <n> <D_lA> <v> <t_past> <3p>
""Sen	sen <prn> <pers> <3s>
""Sen	sen <prn> <pers> <3p>
yaşlısın,	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <2s>
yaşlısın,	yaş <adj> <Djn_0> <n> <D_lI> <n> <2s>
yaşlısın,	yaş <n> <D_lI> <adj> <Djn_0> <n> <2s>
yaşlısın,	yaş <n> <D_lI> <n> <2s>
Peder	peder <n> <3s>
Peder	peder <n> <3p>
William,"	<unk>
dedi	de <v> <t_past> <3p>
genç	genç <adj> <Djn_0> <n>
genç	genç <adj> <Djn_0> <n> <3s>
genç	genç <adj> <Djn_0> <n> <3p>
genç	genç <n>
genç	genç <n> <3s>
genç	genç <n> <3p>
adam,"	adam <n> <3s>
adam,"	adam <n> <3p>
adam,"	ada <n> <p1s>
adam,"	ada <n> <p1s> <3s>
adam,"	ada <n> <p1s> <3p>
"Ve	ve <cnjadv>
saçın	saçı <n> <p2s> <3s>
saçın	saçı <n> <p2s> <3p>
saçın	saç <n> <p2s>
saçın	saç <n> <p2s> <3s>
saçın	saç <n> <p2s> <3p>
saçın	saç <n> <gen>
saçın	saç <n> <gen> <3s>
saçın	saç <n> <gen> <3p>
saçın	saç <v> <t_imp> <2p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
beyaz	beyaz <n> <3s>
beyaz	beyaz <n> <3p>
oldu;	ol <v> <t_past> <3p>
Ve	ve <cnjadv>
yine	yine <adv> <Dan_0> <n>
yine	yine <adv> <Dan_0> <n> <3s>
yine	yine <adv> <Dan_0> <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
sen	sen <prn> <pers> <3s>
sen	sen <prn> <pers> <3p>
durmadan	dur <v> <D_mA> <n> <abl> <3s>
durmadan	dur <v> <D_mA> <n> <abl> <3p>
durmadan	dur <v> <neg> <cv_dan>
durmadan	dur <v> <vn_ma> <abl>
durmadan	dur <v> <vn_ma> <abl> <3s>
durmadan	dur <v> <vn_ma> <abl> <3p>
başının	baş <n> <p2s> <gen> <3s>
başının	baş <n> <p2s> <gen> <3p>
başının	baş <n> <p3s> <gen>
başının	baş <n> <p3s> <gen> <3s>
başının	baş <n> <p3s> <gen> <3p>
üzerinde	üzeri <n> <p2s> <loc> <3s>
üzerinde	üzeri <n> <p2s> <loc> <3p>
üzerinde	üzer <n> <p2s> <loc>
üzerinde	üzer <n> <p2s> <loc> <3s>
üzerinde	üzer <n> <p2s> <loc> <3p>
üzerinde	üzer <n> <p3s> <loc>
üzerinde	üzer <n> <p3s> <loc> <3s>
üzerinde	üzer <n> <p3s> <loc> <3p>
duruyorsun	<unk>
"-	<unk>
Sence,	<unk>
senin	sen <prn> <pers> <p2s> <3s>
senin	sen <prn> <pers> <p2s> <3p>
senin	sen <prn> <pers> <gen>
senin	sen <prn> <pers> <gen> <3s>
senin	sen <prn> <pers> <gen> <3p>
yaşında,	yaş <adj> <Djn_0> <n> <p2s> <loc> <3s>
yaşında,	yaş <adj> <Djn_0> <n> <p2s> <loc> <3p>
yaşında,	yaş <adj> <Djn_0> <n> <p3s> <loc>
yaşında,	yaş <adj> <Djn_0> <n> <p3s> <loc> <3s>
yaşında,	yaş <adj> <Djn_0> <n> <p3s> <loc> <3p>
yaşında,	yaş <n> <p2s> <loc>
yaşında,	yaş <n> <p2s> <loc> <3s>
yaşında,	yaş <n> <p2s> <loc> <3p>
yaşında,	yaş <n> <p3s> <loc>
yaşında,	yaş <n> <p3s> <loc> <3s>
yaşında,	yaş <n> <p3s> <loc> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
doğru	doğru <adj> <Djn_0> <n>
doğru	doğru <adj> <Djn_0> <n> <3s>
doğru	doğru <adj> <Djn_0> <n> <3p>
doğru	doğru <postp>
mu?""	<unk>
""Gençliğimde,"	genç <adj> <D_lIK> <n> <p1s> <loc> <3s>
""Gençliğimde,"	genç <adj> <D_lIK> <n> <p1s> <loc> <3p>
""Gençliğimde,"	genç <adj> <Djn_0> <n> <D_lIK> <n> <p1s> <loc>
""Gençliğimde,"	genç <adj> <Djn_0> <n> <D_lIK> <n> <p1s> <loc> <3s>
""Gençliğimde,"	genç <adj> <Djn_0> <n> <D_lIK> <n> <p1s> <loc> <3p>
""Gençliğimde,"	genç <n> <D_lIK> <n> <p1s> <loc>
""Gençliğimde,"	genç <n> <D_lIK> <n> <p1s> <loc> <3s>
""Gençliğimde,"	genç <n> <D_lIK> <n> <p1s> <loc> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
cevap	cevap <n> <3s>
cevap	cevap <n> <3p>
verdi	verdi <n> <3s>
verdi	verdi <n> <3p>
verdi	ver <v> <t_past> <3s>
verdi	ver <v> <t_past> <3p>
Peder	peder <n> <3s>
Peder	peder <n> <3p>
William	<unk>
oğluna,"	oğul <n> <p2s> <dat> <3s>
oğluna,"	oğul <n> <p2s> <dat> <3p>
oğluna,"	oğul <n> <p3s> <dat>
oğluna,"	oğul <n> <p3s> <dat> <3s>
oğluna,"	oğul <n> <p3s> <dat> <3p>
"beyne	beyin <n> <dat> <3s>
"beyne	beyin <n> <dat> <3p>
zarar	zarar <n> <3s>
zarar	zarar <n> <3p>
verebileceğinden	ver <v> <abil> <vn_acak> <p2s> <abl> <3s>
verebileceğinden	ver <v> <abil> <vn_acak> <p2s> <abl> <3p>
verebileceğinden	ver <v> <abil> <vn_acak> <p3s> <abl>
verebileceğinden	ver <v> <abil> <vn_acak> <p3s> <abl> <3s>
verebileceğinden	ver <v> <abil> <vn_acak> <p3s> <abl> <3p>
verebileceğinden	ver <v> <abil> <part_acak> <p2s> <abl>
verebileceğinden	ver <v> <abil> <part_acak> <p2s> <abl> <3s>
verebileceğinden	ver <v> <abil> <part_acak> <p2s> <abl> <3p>
verebileceğinden	ver <v> <abil> <part_acak> <p3s> <abl>
verebileceğinden	ver <v> <abil> <part_acak> <p3s> <abl> <3s>
verebileceğinden	ver <v> <abil> <part_acak> <p3s> <abl> <3p>
verebileceğinden	ver <v> <abil> <cv_acak> <p3s> <abl>
korkardım;	<unk>
"Ama,	ama <n> <3s>
"Ama,	ama <n> <3p>
"Ama,	ama <cnjcoo>
"Ama,	ama <cnjadv>
şimdi	şimdi <adv> <Dan_0> <n>
şimdi	şimdi <adv> <Dan_0> <n> <3s>
şimdi	şimdi <adv> <Dan_0> <n> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
beynim	beyin <n> <p1s>
beynim	beyin <n> <p1s> <3s>
beynim	beyin <n> <p1s> <3p>
olmadığından	ol <v> <neg> <vn_dik> <p2s> <abl> <3s>
olmadığından	ol <v> <neg> <vn_dik> <p2s> <abl> <3p>
olmadığından	ol <v> <neg> <vn_dik> <p3s> <abl>
olmadığından	ol <v> <neg> <vn_dik> <p3s> <abl> <3s>
olmadığından	ol <v> <neg> <vn_dik> <p3s> <abl> <3p>
olmadığından	ol <v> <neg> <part_dik> <p2s> <abl>
olmadığından	ol <v> <neg> <part_dik> <p2s> <abl> <3s>
olmadığından	ol <v> <neg> <part_dik> <p2s> <abl> <3p>
olmadığından	ol <v> <neg> <part_dik> <p3s> <abl>
olmadığından	ol <v> <neg> <part_dik> <p3s> <abl> <3s>
olmadığından	ol <v> <neg> <part_dik> <p3s> <abl> <3p>
olmadığından	ol <v> <neg> <cv_dik> <p3s> <abl>
tamamen	tamamen <adv> <Dan_0> <n>
tamamen	tamamen <adv> <Dan_0> <n> <3s>
tamamen	tamamen <adv> <Dan_0> <n> <3p>
emin	emin <n> <3s>
emin	emin <n> <3p>
emin	em <n> <p2s>
emin	em <n> <p2s> <3s>
emin	em <n> <p2s> <3p>
emin	em <n> <gen>
emin	em <n> <gen> <3s>
emin	em <n> <gen> <3p>
emin	em <v> <t_imp> <2p>
olduğum	ol <v> <vn_dik> <p1s>
olduğum	ol <v> <vn_dik> <p1s> <3s>
olduğum	ol <v> <vn_dik> <p1s> <3p>
olduğum	ol <v> <part_dik> <1s>
olduğum	ol <v> <part_dik> <p1s>
olduğum	ol <v> <part_dik> <p1s> <3s>
olduğum	ol <v> <part_dik> <p1s> <3p>
için,"	için <cnjcoo>
için,"	iç <adj> <Djn_0> <n> <p2s>
için,"	iç <adj> <Djn_0> <n> <p2s> <3s>
için,"	iç <adj> <Djn_0> <n> <p2s> <3p>
için,"	iç <adj> <Djn_0> <n> <gen>
için,"	iç <adj> <Djn_0> <n> <gen> <3s>
için,"	iç <adj> <Djn_0> <n> <gen> <3p>
için,"	iç <n> <p2s>
için,"	iç <n> <p2s> <3s>
için,"	iç <n> <p2s> <3p>
için,"	iç <n> <gen>
için,"	iç <n> <gen> <3s>
için,"	iç <n> <gen> <3p>
için,"	iç <v> <t_imp> <2p>
"Neden,	neden <adv> <Dan_0> <n>
"Neden,	neden <adv> <Dan_0> <n> <3s>
"Neden,	neden <adv> <Dan_0> <n> <3p>
"Neden,	neden <n>
"Neden,	neden <n> <3s>
"Neden,	neden <n> <3p>
"Neden,	ne <prn> <qst> <abl>
"Neden,	ne <prn> <qst> <abl> <3s>
"Neden,	ne <prn> <qst> <abl> <3p>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
ve	ve <cnjadv>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
yapıyorum.""	<unk>
""Sen	sen <prn> <pers> <3s>
""Sen	sen <prn> <pers> <3p>
yaşlısın,"	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <2s>
yaşlısın,"	yaş <adj> <Djn_0> <n> <D_lI> <n> <2s>
yaşlısın,"	yaş <n> <D_lI> <adj> <Djn_0> <n> <2s>
yaşlısın,"	yaş <n> <D_lI> <n> <2s>
dedi	de <v> <t_past> <3p>
genç,	genç <adj> <Djn_0> <n>
genç,	genç <adj> <Djn_0> <n> <3s>
genç,	genç <adj> <Djn_0> <n> <3p>
genç,	genç <n>
genç,	genç <n> <3s>
genç,	genç <n> <3p>
"daha	daha <adv> <Dan_0> <n>
"daha	daha <adv> <Dan_0> <n> <3s>
"daha	daha <adv> <Dan_0> <n> <3p>
"daha	daha <n>
"daha	daha <n> <3s>
"daha	daha <n> <3p>
önce	önce <adv> <Dan_0> <n>
önce	önce <adv> <Dan_0> <n> <3s>
önce	önce <adv> <Dan_0> <n> <3p>
önce	önce <postp>
önce	ön <n> <D_CA> <adj>
önce	ön <n> <D_CA> <adj> <Djn_0> <n>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3s>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3p>
önce	ön <n> <D_CA> <adv>
önce	ön <n> <D_CA> <adv> <Dan_0> <n>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3s>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3p>
önce	ön <n> <D_CA> <n>
önce	ön <n> <D_CA> <n> <3s>
önce	ön <n> <D_CA> <n> <3p>
önce	ön <n> <ca>
bahsettiğim	bahset <v> <part_dik> <p1s>
bahsettiğim	bahset <v> <part_dik> <p1s> <3s>
bahsettiğim	bahset <v> <part_dik> <p1s> <3p>
gibi,"	gibi <cnjsub>
Ve	ve <cnjadv>
en	en <adv> <Dan_0> <n>
en	en <adv> <Dan_0> <n> <3s>
en	en <adv> <Dan_0> <n> <3p>
en	en <n>
en	en <n> <3s>
en	en <n> <3p>
alışılmadık	alış <v> <pass> <neg> <vn_dik>
alışılmadık	alış <v> <pass> <neg> <vn_dik> <3s>
alışılmadık	alış <v> <pass> <neg> <vn_dik> <3p>
alışılmadık	alış <v> <pass> <neg> <part_dik>
alışılmadık	alış <v> <pass> <neg> <part_dik> <3s>
alışılmadık	alış <v> <pass> <neg> <part_dik> <3p>
şekilde	şekil <n> <loc> <3s>
şekilde	şekil <n> <loc> <3p>
şişman	şişman <adj> <Djn_0> <n>
şişman	şişman <adj> <Djn_0> <n> <3s>
şişman	şişman <adj> <Djn_0> <n> <3p>
şişman	şişman <n>
şişman	şişman <n> <3s>
şişman	şişman <n> <3p>
büyüdün;	<unk>
Yine	yine <adv> <Dan_0> <n>
Yine	yine <adv> <Dan_0> <n> <3s>
Yine	yine <adv> <Dan_0> <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
kapıdan	kapı <n> <abl> <3s>
kapıdan	kapı <n> <abl> <3p>
içeri	içeri <adv> <Dan_0> <n>
içeri	içeri <adv> <Dan_0> <n> <3s>
içeri	içeri <adv> <Dan_0> <n> <3p>
içeri	içeri <n>
içeri	içeri <n> <3s>
içeri	içeri <n> <3p>
içeri	içeri <n> <p3s>
içeri	içeri <n> <p3s> <3s>
içeri	içeri <n> <p3s> <3p>
içeri	içeri <n> <acc>
içeri	içeri <n> <acc> <3s>
içeri	içeri <n> <acc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
geri	geri <adv> <Dan_0> <n>
geri	geri <adv> <Dan_0> <n> <3s>
geri	geri <adv> <Dan_0> <n> <3p>
geri	geri <n>
geri	geri <n> <3s>
geri	geri <n> <3p>
parende	pare <n> <p2s> <loc> <3s>
parende	pare <n> <p2s> <loc> <3p>
attın	at <v> <t_past> <2s>
"-	<unk>
Lütfen,	lütfen <adv> <Dan_0> <n>
Lütfen,	lütfen <adv> <Dan_0> <n> <3s>
Lütfen,	lütfen <adv> <Dan_0> <n> <3p>
Lütfen,	lütfen <n>
Lütfen,	lütfen <n> <3s>
Lütfen,	lütfen <n> <3p>
bunun	bun <n> <p2s> <3s>
bunun	bun <n> <p2s> <3p>
bunun	bun <n> <gen>
bunun	bun <n> <gen> <3s>
bunun	bun <n> <gen> <3p>
bunun	bu <prn> <dem> <p2s>
bunun	bu <prn> <dem> <p2s> <3s>
bunun	bu <prn> <dem> <p2s> <3p>
bunun	bu <prn> <dem> <gen>
bunun	bu <prn> <dem> <gen> <3s>
bunun	bu <prn> <dem> <gen> <3p>
nedeni	neden <adv> <Dan_0> <n> <p3s> <3s>
nedeni	neden <adv> <Dan_0> <n> <p3s> <3p>
nedeni	neden <adv> <Dan_0> <n> <acc>
nedeni	neden <adv> <Dan_0> <n> <acc> <3s>
nedeni	neden <adv> <Dan_0> <n> <acc> <3p>
nedeni	neden <n> <p3s>
nedeni	neden <n> <p3s> <3s>
nedeni	neden <n> <p3s> <3p>
nedeni	neden <n> <acc>
nedeni	neden <n> <acc> <3s>
nedeni	neden <n> <acc> <3p>
nedir?""	ne <prn> <qst> <3p> <dir>
nedir?""	ne <prn> <qst> <dir> <3p>
""Gençliğimde,"	genç <adj> <D_lIK> <n> <p1s> <loc> <3s>
""Gençliğimde,"	genç <adj> <D_lIK> <n> <p1s> <loc> <3p>
""Gençliğimde,"	genç <adj> <Djn_0> <n> <D_lIK> <n> <p1s> <loc>
""Gençliğimde,"	genç <adj> <Djn_0> <n> <D_lIK> <n> <p1s> <loc> <3s>
""Gençliğimde,"	genç <adj> <Djn_0> <n> <D_lIK> <n> <p1s> <loc> <3p>
""Gençliğimde,"	genç <n> <D_lIK> <n> <p1s> <loc>
""Gençliğimde,"	genç <n> <D_lIK> <n> <p1s> <loc> <3s>
""Gençliğimde,"	genç <n> <D_lIK> <n> <p1s> <loc> <3p>
dedi	de <v> <t_past> <3p>
bilge,	bilge <adj> <Djn_0> <n>
bilge,	bilge <adj> <Djn_0> <n> <3s>
bilge,	bilge <adj> <Djn_0> <n> <3p>
bilge,	bilge <n>
bilge,	bilge <n> <3s>
bilge,	bilge <n> <3p>
gri	gri <adj> <Djn_0> <n>
gri	gri <adj> <Djn_0> <n> <3s>
gri	gri <adj> <Djn_0> <n> <3p>
gri	gri <n>
gri	gri <n> <3s>
gri	gri <n> <3p>
lülelerini	lüle <n> <pl> <p2s> <acc> <3s>
lülelerini	lüle <n> <pl> <p2s> <acc> <3p>
lülelerini	lüle <n> <pl> <p3s> <acc>
lülelerini	lüle <n> <pl> <p3s> <acc> <3s>
lülelerini	lüle <n> <pl> <p3s> <acc> <3p>
lülelerini	lüle <n> <p3p> <acc>
lülelerini	lüle <n> <p3p> <acc> <3s>
lülelerini	lüle <n> <p3p> <acc> <3p>
sallarken,"	salla <v> <t_aor> <3p> <cpl_ken>
sallarken,"	sal <n> <D_lA> <v> <t_aor> <3s> <cpl_ken>
sallarken,"	sal <n> <D_lA> <v> <t_aor> <3p> <cpl_ken>
sallarken,"	sal <n> <3p> <cpl_ken>
sallarken,"	sal <n> <pl> <3s> <cpl_ken>
sallarken,"	sal <n> <pl> <3p> <cpl_ken>
"Bütün	bütün <adj> <Djn_0> <n>
"Bütün	bütün <adj> <Djn_0> <n> <3s>
"Bütün	bütün <adj> <Djn_0> <n> <3p>
"Bütün	bütün <det>
uzuvlarımı	uzuv <n> <pl> <p1s> <acc> <3s>
uzuvlarımı	uzuv <n> <pl> <p1s> <acc> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
esnek	esnek <adj> <Djn_0> <n>
esnek	esnek <adj> <Djn_0> <n> <3s>
esnek	esnek <adj> <Djn_0> <n> <3p>
tuttum	<unk>
Bu	bu <prn> <dem> <3s>
Bu	bu <prn> <dem> <3p>
Bu	bu <det>
merhemi	merhem <n> <p3s> <3s>
merhemi	merhem <n> <p3s> <3p>
merhemi	merhem <n> <acc>
merhemi	merhem <n> <acc> <3s>
merhemi	merhem <n> <acc> <3p>
kullanarak-kutusu	<unk>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şilin-	şilin <n> <3s>
şilin-	şilin <n> <3p>
Sana	san <n> <dat> <3s>
Sana	san <n> <dat> <3p>
Sana	san <v> <t_opt> <3s>
Sana	san <v> <t_opt> <3p>
Sana	sen <prn> <pers> <dat>
Sana	sen <prn> <pers> <dat> <3s>
Sana	sen <prn> <pers> <dat> <3p>
birkaç	birkaç <adj> <Djn_0> <n>
birkaç	birkaç <adj> <Djn_0> <n> <3s>
birkaç	birkaç <adj> <Djn_0> <n> <3p>
birkaç	birkaç <det>
tane	tane <n> <3s>
tane	tane <n> <3p>
satmama	sat <v> <D_mA> <n> <p1s> <dat> <3s>
satmama	sat <v> <D_mA> <n> <p1s> <dat> <3p>
satmama	sat <v> <neg> <vn_ma>
satmama	sat <v> <neg> <vn_ma> <3s>
satmama	sat <v> <neg> <vn_ma> <3p>
satmama	sat <v> <neg> <cv_ma>
satmama	sat <v> <vn_ma> <p1s> <dat>
satmama	sat <v> <vn_ma> <p1s> <dat> <3s>
satmama	sat <v> <vn_ma> <p1s> <dat> <3p>
izin	izin <n> <3s>
izin	izin <n> <3p>
izin	iz <n> <p2s>
izin	iz <n> <p2s> <3s>
izin	iz <n> <p2s> <3p>
izin	iz <n> <gen>
izin	iz <n> <gen> <3s>
izin	iz <n> <gen> <3p>
ver?"	ver <v> <t_imp> <3p>
""Sen	sen <prn> <pers> <3s>
""Sen	sen <prn> <pers> <3p>
yaşlısın,"	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <2s>
yaşlısın,"	yaş <adj> <Djn_0> <n> <D_lI> <n> <2s>
yaşlısın,"	yaş <n> <D_lI> <adj> <Djn_0> <n> <2s>
yaşlısın,"	yaş <n> <D_lI> <n> <2s>
dedi	de <v> <t_past> <3p>
genç,	genç <adj> <Djn_0> <n>
genç,	genç <adj> <Djn_0> <n> <3s>
genç,	genç <adj> <Djn_0> <n> <3p>
genç,	genç <n>
genç,	genç <n> <3s>
genç,	genç <n> <3p>
"ve	ve <cnjadv>
çenelerin	çene <n> <pl> <p2s> <3s>
çenelerin	çene <n> <pl> <p2s> <3p>
çenelerin	çene <n> <pl> <gen>
çenelerin	çene <n> <pl> <gen> <3s>
çenelerin	çene <n> <pl> <gen> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
zayıf"	zayıf <adj> <Djn_0> <n>
zayıf"	zayıf <adj> <Djn_0> <n> <3s>
zayıf"	zayıf <adj> <Djn_0> <n> <3p>
İçyağından	<unk>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
sert	sert <adj> <Djn_0> <n>
sert	sert <adj> <Djn_0> <n> <3s>
sert	sert <adj> <Djn_0> <n> <3p>
herhangi	<unk>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şey	şey <n> <3s>
şey	şey <n> <3p>
için;	için <cnjcoo>
için;	iç <adj> <Djn_0> <n> <p2s>
için;	iç <adj> <Djn_0> <n> <p2s> <3s>
için;	iç <adj> <Djn_0> <n> <p2s> <3p>
