<S> <S>+BSTag
"Gündüz	gündüz <n> <3s>
"Gündüz	gündüz <n> <3p>
düşünmeye	düşün <v> <D_mA> <n> <dat> <3p>
düşünmeye	düşün <v> <neg> <t_opt> <3s>
düşünmeye	düşün <v> <neg> <t_opt> <3p>
düşünmeye	düşün <v> <vn_ma> <dat>
düşünmeye	düşün <v> <vn_ma> <dat> <3s>
düşünmeye	düşün <v> <vn_ma> <dat> <3p>
düşünmeye	düşün <v> <vn_mak> <dat>
düşünmeye	düşün <v> <vn_mak> <dat> <3s>
düşünmeye	düşün <v> <vn_mak> <dat> <3p>
düşünmeye	düşün <v> <vinf> <dat>
başlamıştı,	baş <n> <D_lA> <v> <t_narr> <cpl_di> <3p>
başlamıştı,	baş <n> <D_lA> <v> <t_narr> <3p> <cpl_di>
"Şimdi,	şimdi <adv> <Dan_0> <n>
"Şimdi,	şimdi <adv> <Dan_0> <n> <3s>
"Şimdi,	şimdi <adv> <Dan_0> <n> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
yaratığı	yaratık <n> <p3s> <3s>
yaratığı	yaratık <n> <p3s> <3p>
yaratığı	yaratık <n> <acc>
yaratığı	yaratık <n> <acc> <3s>
yaratığı	yaratık <n> <acc> <3p>
eve	ev <n> <dat> <3s>
eve	ev <n> <dat> <3p>
getirdiğimde	getir <v> <vn_dik> <p1s> <loc> <3s>
getirdiğimde	getir <v> <vn_dik> <p1s> <loc> <3p>
getirdiğimde	getir <v> <part_dik> <p1s> <loc>
getirdiğimde	getir <v> <part_dik> <p1s> <loc> <3s>
getirdiğimde	getir <v> <part_dik> <p1s> <loc> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
yapacağım?"	yap <v> <vn_acak> <1s>
yapacağım?"	yap <v> <vn_acak> <p1s>
yapacağım?"	yap <v> <vn_acak> <p1s> <3s>
yapacağım?"	yap <v> <vn_acak> <p1s> <3p>
yapacağım?"	yap <v> <part_acak> <1s>
yapacağım?"	yap <v> <part_acak> <p1s>
yapacağım?"	yap <v> <part_acak> <p1s> <3s>
yapacağım?"	yap <v> <part_acak> <p1s> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
düşünmeye	düşün <v> <D_mA> <n> <dat> <3s>
düşünmeye	düşün <v> <D_mA> <n> <dat> <3p>
düşünmeye	düşün <v> <neg> <t_opt> <3s>
düşünmeye	düşün <v> <neg> <t_opt> <3p>
düşünmeye	düşün <v> <vn_ma> <dat>
düşünmeye	düşün <v> <vn_ma> <dat> <3s>
düşünmeye	düşün <v> <vn_ma> <dat> <3p>
düşünmeye	düşün <v> <vn_mak> <dat>
düşünmeye	düşün <v> <vn_mak> <dat> <3s>
düşünmeye	düşün <v> <vn_mak> <dat> <3p>
düşünmeye	düşün <v> <vinf> <dat>
başlamıştı	baş <n> <D_lA> <v> <t_narr> <cpl_di> <3p>
başlamıştı	baş <n> <D_lA> <v> <t_narr> <3p> <cpl_di>
ki,	ki <cnjadv>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
kadar	<unk>
şiddetli	şiddet <n> <D_lI> <adj> <Djn_0> <n>
şiddetli	şiddet <n> <D_lI> <adj> <Djn_0> <n> <3s>
şiddetli	şiddet <n> <D_lI> <adj> <Djn_0> <n> <3p>
şiddetli	şiddet <n> <D_lI> <n>
şiddetli	şiddet <n> <D_lI> <n> <3s>
şiddetli	şiddet <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde	şekil <n> <loc> <3s>
şekilde	şekil <n> <loc> <3p>
homurdandı	homurdan <v> <t_past> <3p>
ki,	ki <cnjadv>
endişeyle	endişe <n> <ins> <3s>
endişeyle	endişe <n> <ins> <3p>
yüzüne	yüz <n> <p2s> <dat> <3s>
yüzüne	yüz <n> <p2s> <dat> <3p>
yüzüne	yüz <n> <p3s> <dat>
yüzüne	yüz <n> <p3s> <dat> <3s>
yüzüne	yüz <n> <p3s> <dat> <3p>
yüzüne	yüz <num> <Dmn_0> <n> <p2s> <dat>
yüzüne	yüz <num> <Dmn_0> <n> <p2s> <dat> <3s>
yüzüne	yüz <num> <Dmn_0> <n> <p2s> <dat> <3p>
yüzüne	yüz <num> <Dmn_0> <n> <p3s> <dat>
yüzüne	yüz <num> <Dmn_0> <n> <p3s> <dat> <3s>
yüzüne	yüz <num> <Dmn_0> <n> <p3s> <dat> <3p>
baktı.	bak <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Bu	bu <prn> <dem> <3s>
Bu	bu <prn> <dem> <3p>
Bu	bu <det>
sefer	sefer <n> <3s>
sefer	sefer <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
hata	hata <n> <3s>
hata	hata <n> <3p>
olamazdı:	ol <v> <abil> <neg> <t_aor> <cpl_di> <3p>
olamazdı:	ol <v> <abil> <neg> <t_aor> <3p> <cpl_di>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
domuzdan	domuz <n> <abl> <3s>
domuzdan	domuz <n> <abl> <3p>
domuzdan	do <n> <p1p> <abl>
domuzdan	do <n> <p1p> <abl> <3s>
domuzdan	do <n> <p1p> <abl> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
fazlası	fazla <adj> <Djn_0> <n> <p3s> <3s>
fazlası	fazla <adj> <Djn_0> <n> <p3s> <3p>
fazlası	fazla <adv> <Dan_0> <n> <p3s>
fazlası	fazla <adv> <Dan_0> <n> <p3s> <3s>
fazlası	fazla <adv> <Dan_0> <n> <p3s> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
azdı	az <adj> <Djn_0> <n> <cpl_di> <3p>
azdı	az <adj> <Djn_0> <n> <3p> <cpl_di>
azdı	az <adv> <Dan_0> <n> <cpl_di> <3s>
azdı	az <adv> <Dan_0> <n> <cpl_di> <3p>
azdı	az <adv> <Dan_0> <n> <3p> <cpl_di>
azdı	az <v> <t_past> <3s>
azdı	az <v> <t_past> <3p>
ve	ve <cnjadv>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
fazla	fazla <adj> <Djn_0> <n>
fazla	fazla <adj> <Djn_0> <n> <3s>
fazla	fazla <adj> <Djn_0> <n> <3p>
fazla	fazla <adv>
fazla	fazla <adv> <Dan_0> <n>
fazla	fazla <adv> <Dan_0> <n> <3s>
fazla	fazla <adv> <Dan_0> <n> <3p>
fazla	fazla <det>
fazla	faz <n> <D_lA> <v> <t_imp> <2s>
fazla	faz <n> <D_lA> <v> <t_imp> <3p>
fazla	faz <n> <ins>
fazla	faz <n> <ins> <3s>
fazla	faz <n> <ins> <3p>
taşımasının	taşı <v> <D_mA> <n> <p3s> <gen> <3s>
taşımasının	taşı <v> <D_mA> <n> <p3s> <gen> <3p>
taşımasının	taşı <v> <vn_ma> <p3s> <gen>
taşımasının	taşı <v> <vn_ma> <p3s> <gen> <3s>
taşımasının	taşı <v> <vn_ma> <p3s> <gen> <3p>
oldukça	<unk>
saçma	saçma <adj> <Djn_0> <n>
saçma	saçma <adj> <Djn_0> <n> <3s>
saçma	saçma <adj> <Djn_0> <n> <3p>
saçma	saç <v> <D_mA> <n>
saçma	saç <v> <D_mA> <n> <3s>
saçma	saç <v> <D_mA> <n> <3p>
saçma	saç <v> <neg> <t_imp> <2s>
saçma	saç <v> <neg> <t_imp> <3p>
saçma	saç <v> <vn_ma>
saçma	saç <v> <vn_ma> <3s>
saçma	saç <v> <vn_ma> <3p>
saçma	saç <v> <cv_ma>
olacağını	ol <v> <vn_acak> <p2s> <acc> <3s>
olacağını	ol <v> <vn_acak> <p2s> <acc> <3p>
olacağını	ol <v> <vn_acak> <p3s> <acc>
olacağını	ol <v> <vn_acak> <p3s> <acc> <3s>
olacağını	ol <v> <vn_acak> <p3s> <acc> <3p>
olacağını	ol <v> <part_acak> <p2s> <acc>
olacağını	ol <v> <part_acak> <p2s> <acc> <3s>
olacağını	ol <v> <part_acak> <p2s> <acc> <3p>
olacağını	ol <v> <part_acak> <p3s> <acc>
olacağını	ol <v> <part_acak> <p3s> <acc> <3s>
olacağını	ol <v> <part_acak> <p3s> <acc> <3p>
hissetti.	hisset <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Bu	bu <prn> <dem> <3s>
Bu	bu <prn> <dem> <3p>
Bu	bu <det>
yüzden	yüzde <n> <p2s> <3s>
yüzden	yüzde <n> <p2s> <3p>
yüzden	yüz <n> <abl>
yüzden	yüz <n> <abl> <3s>
yüzden	yüz <n> <abl> <3p>
yüzden	yüz <v> <cv_dan>
yüzden	yüz <num> <Dmn_0> <n> <abl>
yüzden	yüz <num> <Dmn_0> <n> <abl> <3s>
yüzden	yüz <num> <Dmn_0> <n> <abl> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
yaratığı	yaratık <n> <p3s> <3s>
yaratığı	yaratık <n> <p3s> <3p>
yaratığı	yaratık <n> <acc>
yaratığı	yaratık <n> <acc> <3s>
yaratığı	yaratık <n> <acc> <3p>
yere	yer <n> <dat> <3s>
yere	yer <n> <dat> <3p>
yere	yer <v> <t_opt> <3s>
yere	yer <v> <t_opt> <3p>
bıraktı	bırak <v> <t_past> <3p>
ve	ve <cnjadv>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
sessizce	sessiz <adj> <D_CA> <adj> <Djn_0> <n>
sessizce	sessiz <adj> <D_CA> <adj> <Djn_0> <n> <3s>
sessizce	sessiz <adj> <D_CA> <adj> <Djn_0> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <n>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <n> <3s>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <ca>
sessizce	ses <n> <Dnn_siz> <adj> <D_CA> <adj>
sessizce	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <D_CA> <adj>
sessizce	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <D_CA> <adv>
sessizce	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <ca>
sessizce	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <D_CA> <adj>
sessizce	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <D_CA> <adv>
sessizce	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <ca>
ormana	orman <n> <dat> <3s>
ormana	orman <n> <dat> <3p>
doğru	doğru <adj> <Djn_0> <n>
doğru	doğru <adj> <Djn_0> <n> <3s>
doğru	doğru <adj> <Djn_0> <n> <3p>
doğru	doğru <postp>
yürüdüğünü	yürü <v> <vn_dik> <p2s> <acc> <3s>
yürüdüğünü	yürü <v> <vn_dik> <p2s> <acc> <3p>
yürüdüğünü	yürü <v> <vn_dik> <p3s> <acc>
yürüdüğünü	yürü <v> <vn_dik> <p3s> <acc> <3s>
yürüdüğünü	yürü <v> <vn_dik> <p3s> <acc> <3p>
yürüdüğünü	yürü <v> <part_dik> <p2s> <acc>
yürüdüğünü	yürü <v> <part_dik> <p2s> <acc> <3s>
yürüdüğünü	yürü <v> <part_dik> <p2s> <acc> <3p>
yürüdüğünü	yürü <v> <part_dik> <p3s> <acc>
yürüdüğünü	yürü <v> <part_dik> <p3s> <acc> <3s>
yürüdüğünü	yürü <v> <part_dik> <p3s> <acc> <3p>
yürüdüğünü	yürü <v> <cv_dik> <p3s> <acc>
görünce	görü <n> <ca>
görünce	gör <v> <cv_ince>
oldukça	<unk>
rahatladı.	rahatla <v> <t_past> <3p>
rahatladı.	rahat <adj> <D_lA> <v> <t_past> <3s>
rahatladı.	rahat <adj> <D_lA> <v> <t_past> <3p>
rahatladı.	rahat <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3s>
rahatladı.	rahat <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Büyüseydi,"	büyü <v> <t_cond> <cpl_di> <3p>
"Büyüseydi,"	büyü <v> <t_cond> <3p> <cpl_di>
dedi	de <v> <t_past> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
kendine,	kendi <n> <p2s> <dat> <3s>
kendine,	kendi <n> <p2s> <dat> <3p>
kendine,	kendi <prn> <p2s> <dat>
kendine,	kendi <prn> <p2s> <dat> <3s>
kendine,	kendi <prn> <p2s> <dat> <3p>
"korkunç	korkunç <n> <3s>
"korkunç	korkunç <n> <3p>
derecede	derece <n> <loc> <3s>
derecede	derece <n> <loc> <3p>
derecede	dere <n> <D_CA> <adj> <Djn_0> <n> <loc>
derecede	dere <n> <D_CA> <adj> <Djn_0> <n> <loc> <3s>
derecede	dere <n> <D_CA> <adj> <Djn_0> <n> <loc> <3p>
derecede	dere <n> <D_CA> <adv> <Dan_0> <n> <loc>
derecede	dere <n> <D_CA> <adv> <Dan_0> <n> <loc> <3s>
derecede	dere <n> <D_CA> <adv> <Dan_0> <n> <loc> <3p>
derecede	dere <n> <D_CA> <n> <loc>
derecede	dere <n> <D_CA> <n> <loc> <3s>
derecede	dere <n> <D_CA> <n> <loc> <3p>
çirkin	çirkin <adj> <Djn_0> <n>
çirkin	çirkin <adj> <Djn_0> <n> <3s>
çirkin	çirkin <adj> <Djn_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
çocuk	çocuk <n> <3s>
çocuk	çocuk <n> <3p>
olurdu:	olur <n> <cpl_di> <3p>
olurdu:	olur <n> <3p> <cpl_di>
olurdu:	ol <v> <t_aor> <cpl_di> <3s>
olurdu:	ol <v> <t_aor> <cpl_di> <3p>
olurdu:	ol <v> <t_aor> <3p> <cpl_di>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
bence	<unk>
oldukça	<unk>
yakışıklı	yakışıklı <n> <3s>
yakışıklı	yakışıklı <n> <3p>
yakışıklı	yakışık <n> <D_lI> <adj>
yakışıklı	yakışık <n> <D_lI> <adj> <Djn_0> <n>
yakışıklı	yakışık <n> <D_lI> <adj> <Djn_0> <n> <3s>
yakışıklı	yakışık <n> <D_lI> <adj> <Djn_0> <n> <3p>
yakışıklı	yakışık <n> <D_lI> <n>
yakışıklı	yakışık <n> <D_lI> <n> <3s>
yakışıklı	yakışık <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
domuz	domuz <n> <3s>
domuz	domuz <n> <3p>
domuz	do <n> <p1s> <1p>
domuz	do <n> <p1p>
domuz	do <n> <p1p> <3s>
domuz	do <n> <p1p> <3p>
olurdu."	olur <n> <cpl_di> <3p>
olurdu."	olur <n> <3p> <cpl_di>
olurdu."	ol <v> <t_aor> <cpl_di> <3s>
olurdu."	ol <v> <t_aor> <cpl_di> <3p>
olurdu."	ol <v> <t_aor> <3p> <cpl_di>
Ve	ve <cnjadv>
tanıdığı	tanıdık <adj> <Djn_0> <n> <p3s> <3s>
tanıdığı	tanıdık <adj> <Djn_0> <n> <p3s> <3p>
tanıdığı	tanıdık <adj> <Djn_0> <n> <acc>
tanıdığı	tanıdık <adj> <Djn_0> <n> <acc> <3s>
tanıdığı	tanıdık <adj> <Djn_0> <n> <acc> <3p>
tanıdığı	tanı <v> <vn_dik> <p3s>
tanıdığı	tanı <v> <vn_dik> <p3s> <3s>
tanıdığı	tanı <v> <vn_dik> <p3s> <3p>
tanıdığı	tanı <v> <vn_dik> <acc>
tanıdığı	tanı <v> <vn_dik> <acc> <3s>
tanıdığı	tanı <v> <vn_dik> <acc> <3p>
tanıdığı	tanı <v> <part_dik> <p3s>
tanıdığı	tanı <v> <part_dik> <p3s> <3s>
tanıdığı	tanı <v> <part_dik> <p3s> <3p>
tanıdığı	tanı <v> <part_dik> <acc>
tanıdığı	tanı <v> <part_dik> <acc> <3s>
tanıdığı	tanı <v> <part_dik> <acc> <3p>
tanıdığı	tanı <v> <cv_dik> <p3s>
diğer	diğer <adj> <Djn_0> <n>
diğer	diğer <adj> <Djn_0> <n> <3s>
diğer	diğer <adj> <Djn_0> <n> <3p>
diğer	diğer <det>
çocukları	çocuk <n> <pl> <p3s> <3s>
çocukları	çocuk <n> <pl> <p3s> <3p>
çocukları	çocuk <n> <pl> <acc>
çocukları	çocuk <n> <pl> <acc> <3s>
çocukları	çocuk <n> <pl> <acc> <3p>
çocukları	çocuk <n> <p3p>
çocukları	çocuk <n> <p3p> <3s>
çocukları	çocuk <n> <p3p> <3p>
düşünmeye	düşün <v> <D_mA> <n> <dat> <3s>
düşünmeye	düşün <v> <D_mA> <n> <dat> <3p>
düşünmeye	düşün <v> <neg> <t_opt> <3s>
düşünmeye	düşün <v> <neg> <t_opt> <3p>
düşünmeye	düşün <v> <vn_ma> <dat>
düşünmeye	düşün <v> <vn_ma> <dat> <3s>
düşünmeye	düşün <v> <vn_ma> <dat> <3p>
düşünmeye	düşün <v> <vn_mak> <dat>
düşünmeye	düşün <v> <vn_mak> <dat> <3s>
düşünmeye	düşün <v> <vn_mak> <dat> <3p>
düşünmeye	düşün <v> <vinf> <dat>
başladı,	baş <n> <D_lA> <v> <t_past> <3p>
domuzlar	domuz <n> <D_lA> <v> <t_aor> <3p>
domuzlar	domuz <n> <3p>
domuzlar	domuz <n> <pl>
domuzlar	domuz <n> <pl> <3s>
domuzlar	domuz <n> <pl> <3p>
domuzlar	do <n> <p1p> <3p>
olarak	ol <v> <cv_erek>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
iyi	iyi <adj> <Djn_0> <n>
iyi	iyi <adj> <Djn_0> <n> <3s>
iyi	iyi <adj> <Djn_0> <n> <3p>
iyi	iyi <adv>
iyi	iyi <adv> <Dan_0> <n>
iyi	iyi <adv> <Dan_0> <n> <3s>
iyi	iyi <adv> <Dan_0> <n> <3p>
yapabilirdi	yap <v> <abil> <t_aor> <cpl_di> <3p>
yapabilirdi	yap <v> <abil> <t_aor> <3p> <cpl_di>
ve	ve <cnjadv>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
kendine,	kendi <n> <p2s> <dat> <3s>
kendine,	kendi <n> <p2s> <dat> <3p>
kendine,	kendi <prn> <p2s> <dat>
kendine,	kendi <prn> <p2s> <dat> <3s>
kendine,	kendi <prn> <p2s> <dat> <3p>
"Keşke	keşke <adv> <Dan_0> <n>
"Keşke	keşke <adv> <Dan_0> <n> <3s>
"Keşke	keşke <adv> <Dan_0> <n> <3p>
"Keşke	keşke <n>
"Keşke	keşke <n> <3s>
"Keşke	keşke <n> <3p>
"Keşke	keşke <cnjadv>
biri	biri <n> <3s>
biri	biri <n> <3p>
biri	bir <adj> <Djn_0> <n> <p3s>
biri	bir <adj> <Djn_0> <n> <p3s> <3s>
biri	bir <adj> <Djn_0> <n> <p3s> <3p>
biri	bir <adj> <Djn_0> <n> <acc>
biri	bir <adj> <Djn_0> <n> <acc> <3s>
biri	bir <adj> <Djn_0> <n> <acc> <3p>
biri	bir <num> <Dmn_0> <n> <p3s>
biri	bir <num> <Dmn_0> <n> <p3s> <3s>
biri	bir <num> <Dmn_0> <n> <p3s> <3p>
biri	bir <num> <Dmn_0> <n> <acc>
biri	bir <num> <Dmn_0> <n> <acc> <3s>
biri	bir <num> <Dmn_0> <n> <acc> <3p>
onları	onlar <prn> <pers> <p3s> <3s>
onları	onlar <prn> <pers> <p3s> <3p>
onları	onlar <prn> <pers> <acc>
onları	onlar <prn> <pers> <acc> <3s>
onları	onlar <prn> <pers> <acc> <3p>
onları	on <n> <pl> <p3s>
onları	on <n> <pl> <p3s> <3s>
onları	on <n> <pl> <p3s> <3p>
onları	on <n> <pl> <acc>
onları	on <n> <pl> <acc> <3s>
onları	on <n> <pl> <acc> <3p>
onları	on <n> <p3p>
onları	on <n> <p3p> <3s>
onları	on <n> <p3p> <3p>
onları	on <num> <Dmn_0> <n> <pl> <p3s>
onları	on <num> <Dmn_0> <n> <pl> <p3s> <3s>
onları	on <num> <Dmn_0> <n> <pl> <p3s> <3p>
onları	on <num> <Dmn_0> <n> <pl> <acc>
onları	on <num> <Dmn_0> <n> <pl> <acc> <3s>
onları	on <num> <Dmn_0> <n> <pl> <acc> <3p>
onları	on <num> <Dmn_0> <n> <p3p>
onları	on <num> <Dmn_0> <n> <p3p> <3s>
onları	on <num> <Dmn_0> <n> <p3p> <3p>
onları	o <prn> <pers> <pl> <p3s>
onları	o <prn> <pers> <pl> <p3s> <3s>
onları	o <prn> <pers> <pl> <p3s> <3p>
onları	o <prn> <pers> <pl> <acc>
onları	o <prn> <pers> <pl> <acc> <3s>
onları	o <prn> <pers> <pl> <acc> <3p>
onları	o <prn> <pers> <p3p>
onları	o <prn> <pers> <p3p> <3s>
onları	o <prn> <pers> <p3p> <3p>
değiştirmenin	değiş <v> <caus> <vn_ma> <p2s> <gen> <3s>
değiştirmenin	değiş <v> <caus> <vn_ma> <p2s> <gen> <3p>
değiştirmenin	değiş <v> <caus> <vn_ma> <gen>
değiştirmenin	değiş <v> <caus> <vn_ma> <gen> <3s>
değiştirmenin	değiş <v> <caus> <vn_ma> <gen> <3p>
doğru	doğru <adj> <Djn_0> <n>
doğru	doğru <adj> <Djn_0> <n> <3s>
doğru	doğru <adj> <Djn_0> <n> <3p>
doğru	doğru <postp>
yolunu	yol <n> <p2s> <acc> <3s>
yolunu	yol <n> <p2s> <acc> <3p>
yolunu	yol <n> <p3s> <acc>
yolunu	yol <n> <p3s> <acc> <3s>
yolunu	yol <n> <p3s> <acc> <3p>
bilseydi"	bil <v> <t_cond> <cpl_di> <3p>
bilseydi"	bil <v> <t_cond> <3p> <cpl_di>
diyordu,	de <v> <t_cont> <cpl_di> <3p>
diyordu,	de <v> <t_cont> <3p> <cpl_di>
Cheshire	<unk>
Kedisi'nin	kedi <n> <p3s> <gen> <3s>
Kedisi'nin	kedi <n> <p3s> <gen> <3p>
birkaç	birkaç <adj> <Djn_0> <n>
birkaç	birkaç <adj> <Djn_0> <n> <3s>
birkaç	birkaç <adj> <Djn_0> <n> <3p>
birkaç	birkaç <det>
metre	metre <n> <3s>
metre	metre <n> <3p>
ötede	öte <adv> <Dan_0> <n> <loc> <3s>
ötede	öte <adv> <Dan_0> <n> <loc> <3p>
ötede	öte <n> <loc>
ötede	öte <n> <loc> <3s>
ötede	öte <n> <loc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
ağacın	ağaç <n> <p2s> <3s>
ağacın	ağaç <n> <p2s> <3p>
ağacın	ağaç <n> <gen>
ağacın	ağaç <n> <gen> <3s>
ağacın	ağaç <n> <gen> <3p>
ağacın	ağa <n> <D_CI> <adj> <Djn_0> <n> <p2s>
ağacın	ağa <n> <D_CI> <adj> <Djn_0> <n> <p2s> <3s>
